Store,Date,Category,Value
14,2011-12-02,Historical,2143080.57
14,2011-12-09,Historical,2470581.29
14,2011-12-16,Historical,2594363.09
14,2011-12-23,Historical,3369068.99
14,2011-12-30,Historical,1914148.89
14,2012-01-06,Historical,1859144.96
14,2012-01-13,Historical,1696248.27
14,2012-01-20,Historical,1789113.32
14,2012-01-27,Historical,1595362.27
14,2012-02-03,Historical,1877410.36
14,2012-02-10,Historical,2077256.24
14,2012-02-17,Historical,2020550.99
14,2012-02-24,Historical,1875040.16
14,2012-03-02,Historical,1926004.99
14,2012-03-09,Historical,2020839.31
14,2012-03-16,Historical,1941040.5
14,2012-03-23,Historical,1893447.71
14,2012-03-30,Historical,1905033.01
14,2012-04-06,Historical,2376022.2600000002
14,2012-04-13,Historical,1912909.69
14,2012-04-20,Historical,1875686.44
14,2012-04-27,Historical,1784029.95
14,2012-05-04,Historical,1949354.29
14,2012-05-11,Historical,1987531.05
14,2012-05-18,Historical,1932233.17
14,2012-05-25,Historical,2030869.61
14,2012-06-01,Historical,2049485.49
14,2012-06-08,Historical,2099615.88
15,2010-02-05,Historical,652122.44
15,2010-02-12,Historical,682447.1
15,2010-02-19,Historical,660838.75
15,2010-02-26,Historical,564883.2000000001
15,2010-03-05,Historical,605325.43
15,2010-03-12,Historical,604173.59
15,2010-03-19,Historical,593710.67
15,2010-03-26,Historical,592111.49
15,2010-04-02,Historical,718470.71
15,2010-04-09,Historical,634605.77
15,2010-04-16,Historical,641208.65
15,2010-04-23,Historical,643097.6
15,2010-04-30,Historical,570791.11
15,2010-05-07,Historical,661348.88
15,2010-05-14,Historical,594385.2
15,2010-05-21,Historical,616598.1
15,2010-05-28,Historical,744772.88
15,2010-06-04,Historical,693192.5
15,2010-06-11,Historical,619337.29
15,2010-06-18,Historical,652329.53
15,2010-06-25,Historical,672194.03
15,2010-07-02,Historical,709337.11
15,2010-07-09,Historical,691497.62
15,2010-07-16,Historical,633203.69
15,2010-07-23,Historical,598553.43
15,2010-07-30,Historical,619224.0599999999
15,2010-08-06,Historical,639651.24
15,2010-08-13,Historical,622437.08
15,2010-08-20,Historical,637090.44
15,2010-08-27,Historical,649791.15
15,2010-09-03,Historical,638647.21
15,2010-09-10,Historical,641965.2
15,2010-09-17,Historical,583210.87
15,2010-09-24,Historical,548542.47
15,2010-10-01,Historical,566945.95
15,2010-10-08,Historical,591603.79
15,2010-10-15,Historical,577011.26
15,2010-10-22,Historical,600395.73
15,2010-10-29,Historical,598301.5
15,2010-11-05,Historical,612987.64
15,2010-11-12,Historical,619639.74
15,2010-11-19,Historical,608200.81
15,2010-11-26,Historical,1120018.92
15,2010-12-03,Historical,754134.95
15,2010-12-10,Historical,847294.04
15,2010-12-17,Historical,983825.15
15,2010-12-24,Historical,1368318.17
15,2010-12-31,Historical,543754.17
15,2011-01-07,Historical,509640.77
15,2011-01-14,Historical,479424.2
15,2011-01-21,Historical,487311.03
15,2011-01-28,Historical,481119.6
15,2011-02-04,Historical,556550.85
15,2011-02-11,Historical,582864.35
15,2011-02-18,Historical,649993.5
15,2011-02-25,Historical,547564.09
15,2011-03-04,Historical,573374.49
15,2011-03-11,Historical,537035.28
15,2011-03-18,Historical,551553.99
15,2011-03-25,Historical,527389.28
15,2011-04-01,Historical,542556.05
15,2011-04-08,Historical,587370.8099999999
15,2011-04-15,Historical,607691.36
15,2011-04-22,Historical,655318.26
15,2011-04-29,Historical,560764.41
15,2011-05-06,Historical,630522.67
15,2011-05-13,Historical,630482.91
15,2011-05-20,Historical,593941.9
15,2011-05-27,Historical,636193.24
15,2011-06-03,Historical,695396.19
15,2011-06-10,Historical,642679.81
15,2011-06-17,Historical,639928.85
15,2011-06-24,Historical,656594.95
15,2011-07-01,Historical,674669.16
15,2011-07-08,Historical,635118.48
15,2011-07-15,Historical,624114.56
15,2011-07-22,Historical,607475.4400000001
15,2011-07-29,Historical,577511.02
15,2011-08-05,Historical,607961.21
15,2011-08-12,Historical,590836.37
15,2011-08-19,Historical,599488.98
15,2011-08-26,Historical,605413.17
15,2011-09-02,Historical,649159.6799999999
15,2011-09-09,Historical,607593.51
15,2011-09-16,Historical,545052.34
15,2011-09-23,Historical,545570.86
15,2011-09-30,Historical,521297.31
15,2011-10-07,Historical,579068.88
15,2011-10-14,Historical,537300.94
15,2011-10-21,Historical,603318.89
15,2011-10-28,Historical,589842.69
15,2011-11-04,Historical,615121.78
15,2011-11-11,Historical,618949.82
15,2011-11-18,Historical,597856.51
15,2011-11-25,Historical,1066478.1
15,2011-12-02,Historical,699028.66
15,2011-12-09,Historical,764565.55
15,2011-12-16,Historical,870415.49
15,2011-12-23,Historical,1182691.8699999999
15,2011-12-30,Historical,603460.79
15,2012-01-06,Historical,516087.65
15,2012-01-13,Historical,454183.42
15,2012-01-20,Historical,492721.85
15,2012-01-27,Historical,466045.63
15,2012-02-03,Historical,523831.64
15,2012-02-10,Historical,628218.22
15,2012-02-17,Historical,598502.83
15,2012-02-24,Historical,561137.06
15,2012-03-02,Historical,541292.64
15,2012-03-09,Historical,545120.67
15,2012-03-16,Historical,570611.23
15,2012-03-23,Historical,565481.88
15,2012-03-30,Historical,557547.25
15,2012-04-06,Historical,659950.36
15,2012-04-13,Historical,558585.13
15,2012-04-20,Historical,534780.57
15,2012-04-27,Historical,527402.62
15,2012-05-04,Historical,577868.38
15,2012-05-11,Historical,579539.95
15,2012-05-18,Historical,600050.98
15,2012-05-25,Historical,693780.42
15,2012-06-01,Historical,663971.26
15,2012-06-08,Historical,611390.67
16,2010-02-05,Historical,477409.3
16,2010-02-12,Historical,472044.27999999997
16,2010-02-19,Historical,469868.7
16,2010-02-26,Historical,443242.17
16,2010-03-05,Historical,444181.85
16,2010-03-12,Historical,445393.74
16,2010-03-19,Historical,504307.35
16,2010-03-26,Historical,483177.2
16,2010-04-02,Historical,490503.69
16,2010-04-09,Historical,424083.99
16,2010-04-16,Historical,436312.41000000003
16,2010-04-23,Historical,370230.94
16,2010-04-30,Historical,383550.93
16,2010-05-07,Historical,403217.22000000003
16,2010-05-14,Historical,401770.9
16,2010-05-21,Historical,435300.51
16,2010-05-28,Historical,479430.0
16,2010-06-04,Historical,516295.81
16,2010-06-11,Historical,535587.31
16,2010-06-18,Historical,540149.85
16,2010-06-25,Historical,546554.96
16,2010-07-02,Historical,610641.42
16,2010-07-09,Historical,614253.33
16,2010-07-16,Historical,586583.69
16,2010-07-23,Historical,588344.18
16,2010-07-30,Historical,562633.67
16,2010-08-06,Historical,586936.45
16,2010-08-13,Historical,543757.97
16,2010-08-20,Historical,521516.96
16,2010-08-27,Historical,581010.52
16,2010-09-03,Historical,542087.89
16,2010-09-10,Historical,537518.57
16,2010-09-17,Historical,522049.51999999996
16,2010-09-24,Historical,511330.32
16,2010-10-01,Historical,463977.54
16,2010-10-08,Historical,442894.2
16,2010-10-15,Historical,452169.27999999997
16,2010-10-22,Historical,541216.92
16,2010-10-29,Historical,495022.51
16,2010-11-05,Historical,446905.02
16,2010-11-12,Historical,453632.76
16,2010-11-19,Historical,458634.68
16,2010-11-26,Historical,651837.77
16,2010-12-03,Historical,512260.58999999997
16,2010-12-10,Historical,570103.64
16,2010-12-17,Historical,648652.01
16,2010-12-24,Historical,1004730.6900000001
16,2010-12-31,Historical,575317.38
16,2011-01-07,Historical,573545.96
16,2011-01-14,Historical,470365.59
16,2011-01-21,Historical,462888.13
16,2011-01-28,Historical,448391.99
16,2011-02-04,Historical,479263.15
16,2011-02-11,Historical,466806.89
16,2011-02-18,Historical,491179.79
16,2011-02-25,Historical,475201.64
16,2011-03-04,Historical,484829.07
16,2011-03-11,Historical,457504.35
16,2011-03-18,Historical,497373.49
16,2011-03-25,Historical,465279.68
16,2011-04-01,Historical,459756.11
16,2011-04-08,Historical,439276.5
16,2011-04-15,Historical,427855.24
16,2011-04-22,Historical,368600.0
16,2011-04-29,Historical,378100.31
16,2011-05-06,Historical,423805.22
16,2011-05-13,Historical,410406.95
16,2011-05-20,Historical,435397.19
16,2011-05-27,Historical,444718.68
16,2011-06-03,Historical,531080.31
16,2011-06-10,Historical,600952.06
16,2011-06-17,Historical,581546.23
16,2011-06-24,Historical,569105.03
16,2011-07-01,Historical,608737.56
16,2011-07-08,Historical,634634.66
16,2011-07-15,Historical,586841.77
16,2011-07-22,Historical,581758.22
16,2011-07-29,Historical,582381.95
16,2011-08-05,Historical,592981.33
16,2011-08-12,Historical,563884.47
16,2011-08-19,Historical,554630.42
16,2011-08-26,Historical,557312.01
16,2011-09-02,Historical,580805.3300000001
16,2011-09-09,Historical,574622.56
16,2011-09-16,Historical,539081.09
16,2011-09-23,Historical,504856.97
16,2011-09-30,Historical,450075.31
16,2011-10-07,Historical,482926.93
16,2011-10-14,Historical,498241.06
16,2011-10-21,Historical,560104.16
16,2011-10-28,Historical,505918.21
16,2011-11-04,Historical,511059.95
16,2011-11-11,Historical,513181.31
16,2011-11-18,Historical,480353.64
16,2011-11-25,Historical,712422.4
16,2011-12-02,Historical,530492.84
16,2011-12-09,Historical,574798.86
16,2011-12-16,Historical,679481.9
16,2011-12-23,Historical,950691.96
16,2011-12-30,Historical,665861.06
16,2012-01-06,Historical,564538.0700000001
16,2012-01-13,Historical,508520.09
16,2012-01-20,Historical,474389.75
16,2012-01-27,Historical,453979.19
16,2012-02-03,Historical,475905.1
16,2012-02-10,Historical,473766.97000000003
16,2012-02-17,Historical,494069.49
16,2012-02-24,Historical,495720.3
16,2012-03-02,Historical,464189.08999999997
16,2012-03-09,Historical,495951.66
16,2012-03-16,Historical,520850.71
16,2012-03-23,Historical,493503.89
16,2012-03-30,Historical,485095.41
16,2012-04-06,Historical,502662.07
16,2012-04-13,Historical,450756.71
16,2012-04-20,Historical,436221.26
16,2012-04-27,Historical,398445.14999999997
16,2012-05-04,Historical,426959.62
16,2012-05-11,Historical,479855.0
16,2012-05-18,Historical,493506.47
16,2012-05-25,Historical,518045.09
16,2012-06-01,Historical,532311.9299999999
16,2012-06-08,Historical,603618.89
17,2010-02-05,Historical,789036.02
17,2010-02-12,Historical,841951.91
17,2010-02-19,Historical,800714.0
17,2010-02-26,Historical,749549.55
17,2010-03-05,Historical,783300.05
17,2010-03-12,Historical,763961.82
17,2010-03-19,Historical,752034.52
17,2010-03-26,Historical,793097.64
17,2010-04-02,Historical,848521.17
17,2010-04-09,Historical,770228.02
17,2010-04-16,Historical,757738.76
17,2010-04-23,Historical,977790.83
17,2010-04-30,Historical,807798.73
17,2010-05-07,Historical,843848.65
17,2010-05-14,Historical,813756.09
17,2010-05-21,Historical,826626.5
17,2010-05-28,Historical,872817.62
17,2010-06-04,Historical,876902.87
17,2010-06-11,Historical,845252.21
17,2010-06-18,Historical,877996.27
17,2010-06-25,Historical,893995.44
17,2010-07-02,Historical,958875.37
17,2010-07-09,Historical,836915.92
17,2010-07-16,Historical,876591.41
17,2010-07-23,Historical,893504.87
17,2010-07-30,Historical,833517.19
17,2010-08-06,Historical,795301.17
17,2010-08-13,Historical,759995.1799999999
17,2010-08-20,Historical,783929.7
17,2010-08-27,Historical,802583.89
17,2010-09-03,Historical,834373.73
17,2010-09-10,Historical,1200888.28
17,2010-09-17,Historical,871264.25
17,2010-09-24,Historical,852876.2899999999
17,2010-10-01,Historical,829207.27
17,2010-10-08,Historical,827738.06
17,2010-10-15,Historical,838297.32
17,2010-10-22,Historical,815093.76
17,2010-10-29,Historical,861941.25
17,2010-11-05,Historical,818434.49
17,2010-11-12,Historical,855459.96
17,2010-11-19,Historical,782252.57
17,2010-11-26,Historical,1005448.76
17,2010-12-03,Historical,926573.81
17,2010-12-10,Historical,962475.55
17,2010-12-17,Historical,1049372.38
17,2010-12-24,Historical,1309226.79
17,2010-12-31,Historical,635862.55
17,2011-01-07,Historical,1083071.14
17,2011-01-14,Historical,758510.36
17,2011-01-21,Historical,755804.37
17,2011-01-28,Historical,736335.6900000001
17,2011-02-04,Historical,816603.05
17,2011-02-11,Historical,813211.46
17,2011-02-18,Historical,860962.91
17,2011-02-25,Historical,767256.53
17,2011-03-04,Historical,816138.33
17,2011-03-11,Historical,779602.36
17,2011-03-18,Historical,778436.81
17,2011-03-25,Historical,781267.76
17,2011-04-01,Historical,795859.23
17,2011-04-08,Historical,811855.72
17,2011-04-15,Historical,825283.4299999999
17,2011-04-22,Historical,1060770.11
17,2011-04-29,Historical,806979.15
17,2011-05-06,Historical,882132.28
17,2011-05-13,Historical,870625.49
17,2011-05-20,Historical,844443.35
17,2011-05-27,Historical,892056.64
17,2011-06-03,Historical,895020.48
17,2011-06-10,Historical,881190.46
17,2011-06-17,Historical,894686.67
17,2011-06-24,Historical,920719.98
17,2011-07-01,Historical,940554.34
17,2011-07-08,Historical,915064.22
17,2011-07-15,Historical,902727.76
17,2011-07-22,Historical,899044.34
17,2011-07-29,Historical,861894.77
17,2011-08-05,Historical,866184.92
17,2011-08-12,Historical,800819.79
17,2011-08-19,Historical,797523.04
17,2011-08-26,Historical,837390.79
17,2011-09-02,Historical,847380.07
17,2011-09-09,Historical,1161900.18
17,2011-09-16,Historical,1051116.95
17,2011-09-23,Historical,895535.31
17,2011-09-30,Historical,868191.05
17,2011-10-07,Historical,918006.9
17,2011-10-14,Historical,884042.63
17,2011-10-21,Historical,877380.22
17,2011-10-28,Historical,936508.43
17,2011-11-04,Historical,927657.63
17,2011-11-11,Historical,914759.2
17,2011-11-18,Historical,877724.31
17,2011-11-25,Historical,1225700.28
17,2011-12-02,Historical,945267.68
17,2011-12-09,Historical,976522.93
17,2011-12-16,Historical,1067754.06
17,2011-12-23,Historical,1289156.9
17,2011-12-30,Historical,777207.3
17,2012-01-06,Historical,1198104.22
17,2012-01-13,Historical,873576.96
17,2012-01-20,Historical,809272.65
17,2012-01-27,Historical,769522.33
17,2012-02-03,Historical,864852.85
17,2012-02-10,Historical,880165.7
17,2012-02-17,Historical,927084.65
17,2012-02-24,Historical,843864.4299999999
17,2012-03-02,Historical,856178.47
17,2012-03-09,Historical,860224.98
17,2012-03-16,Historical,853136.46
17,2012-03-23,Historical,851762.28
17,2012-03-30,Historical,872469.03
17,2012-04-06,Historical,986922.62
17,2012-04-13,Historical,877055.32
17,2012-04-20,Historical,1119979.98
17,2012-04-27,Historical,925916.65
17,2012-05-04,Historical,930121.14
17,2012-05-11,Historical,944100.2999999999
17,2012-05-18,Historical,968816.33
17,2012-05-25,Historical,984881.59
17,2012-06-01,Historical,938914.28
17,2012-06-08,Historical,987990.24
18,2010-02-05,Historical,1205307.5
18,2010-02-12,Historical,1187880.7
18,2010-02-19,Historical,1150663.42
18,2010-02-26,Historical,1068157.45
18,2010-03-05,Historical,1179738.5
18,2010-03-12,Historical,1138800.32
18,2010-03-19,Historical,1087507.47
18,2010-03-26,Historical,1092704.09
18,2010-04-02,Historical,1254107.84
18,2010-04-09,Historical,1174447.55
18,2010-04-16,Historical,1135577.6199999999
18,2010-04-23,Historical,1132433.55
18,2010-04-30,Historical,1060446.16
18,2010-05-07,Historical,1222255.47
18,2010-05-14,Historical,1092616.49
18,2010-05-21,Historical,1101621.3599999999
18,2010-05-28,Historical,1256282.79
18,2010-06-04,Historical,1271311.76
18,2010-06-11,Historical,1173521.82
18,2010-06-18,Historical,1183225.92
18,2010-06-25,Historical,1220983.17
18,2010-07-02,Historical,1257928.35
18,2010-07-09,Historical,1171391.41
18,2010-07-16,Historical,1115514.61
18,2010-07-23,Historical,1032908.23
18,2010-07-30,Historical,1078557.6199999999
18,2010-08-06,Historical,1166117.85
18,2010-08-13,Historical,1084722.78
18,2010-08-20,Historical,1141860.67
18,2010-08-27,Historical,1214302.76
18,2010-09-03,Historical,1187359.77
18,2010-09-10,Historical,1011201.12
18,2010-09-17,Historical,997998.21
18,2010-09-24,Historical,950862.92
18,2010-10-01,Historical,948977.5
18,2010-10-08,Historical,1107432.71
18,2010-10-15,Historical,1029618.1
18,2010-10-22,Historical,1052120.43
18,2010-10-29,Historical,1038576.54
18,2010-11-05,Historical,1089530.94
18,2010-11-12,Historical,1081322.12
18,2010-11-19,Historical,1045722.37
18,2010-11-26,Historical,1653759.36
18,2010-12-03,Historical,1211026.13
18,2010-12-10,Historical,1416168.98
18,2010-12-17,Historical,1588430.71
18,2010-12-24,Historical,2027507.1500000001
18,2010-12-31,Historical,887907.01
18,2011-01-07,Historical,933960.3
18,2011-01-14,Historical,777175.28
18,2011-01-21,Historical,891148.55
18,2011-01-28,Historical,849540.85
18,2011-02-04,Historical,1055841.24
18,2011-02-11,Historical,1122053.58
18,2011-02-18,Historical,1095058.57
18,2011-02-25,Historical,1005983.3099999999
18,2011-03-04,Historical,1063310.62
18,2011-03-11,Historical,1002714.25
18,2011-03-18,Historical,945889.59
18,2011-03-25,Historical,944523.3
18,2011-04-01,Historical,938083.17
18,2011-04-08,Historical,1018541.3
18,2011-04-15,Historical,988157.72
18,2011-04-22,Historical,1105860.06
18,2011-04-29,Historical,974114.39
18,2011-05-06,Historical,1065427.37
18,2011-05-13,Historical,993172.98
18,2011-05-20,Historical,994610.43
18,2011-05-27,Historical,1065214.14
18,2011-06-03,Historical,1178039.0
18,2011-06-10,Historical,1044079.2
18,2011-06-17,Historical,1045859.39
18,2011-06-24,Historical,1056478.65
18,2011-07-01,Historical,1087051.26
18,2011-07-08,Historical,1048802.62
18,2011-07-15,Historical,974916.13
18,2011-07-22,Historical,991262.46
18,2011-07-29,Historical,954148.64
18,2011-08-05,Historical,1002806.39
18,2011-08-12,Historical,928470.83
18,2011-08-19,Historical,932679.79
18,2011-08-26,Historical,1147906.46
18,2011-09-02,Historical,540922.94
18,2011-09-09,Historical,951549.61
18,2011-09-16,Historical,845715.37
18,2011-09-23,Historical,853073.17
18,2011-09-30,Historical,847348.08
18,2011-10-07,Historical,1019741.1
18,2011-10-14,Historical,953533.9500000001
18,2011-10-21,Historical,1048212.62
18,2011-10-28,Historical,1106642.63
18,2011-11-04,Historical,1100625.06
18,2011-11-11,Historical,1079931.63
18,2011-11-18,Historical,1056992.18
18,2011-11-25,Historical,1624170.99
18,2011-12-02,Historical,1188047.61
18,2011-12-09,Historical,1368471.23
18,2011-12-16,Historical,1516924.23
18,2011-12-23,Historical,1882393.4
18,2011-12-30,Historical,1010562.49
18,2012-01-06,Historical,977286.07
18,2012-01-13,Historical,890130.25
18,2012-01-20,Historical,937522.77
18,2012-01-27,Historical,825584.22
18,2012-02-03,Historical,1049772.04
18,2012-02-10,Historical,1161615.51
18,2012-02-17,Historical,1115985.81
18,2012-02-24,Historical,1037861.11
18,2012-03-02,Historical,1047178.91
18,2012-03-09,Historical,1084894.47
18,2012-03-16,Historical,1022018.43
18,2012-03-23,Historical,1031139.3
18,2012-03-30,Historical,1009121.2
18,2012-04-06,Historical,1200815.3
18,2012-04-13,Historical,998443.5
18,2012-04-20,Historical,1025813.8
18,2012-04-27,Historical,961186.23
18,2012-05-04,Historical,1050027.89
18,2012-05-11,Historical,1060433.1
18,2012-05-18,Historical,1047444.59
18,2012-05-25,Historical,1088446.58
18,2012-06-01,Historical,1118313.7
18,2012-06-08,Historical,1110479.94
19,2010-02-05,Historical,1507637.17
19,2010-02-12,Historical,1536549.95
19,2010-02-19,Historical,1515976.11
19,2010-02-26,Historical,1373270.06
19,2010-03-05,Historical,1495844.57
19,2010-03-12,Historical,1467889.2
19,2010-03-19,Historical,1332940.35
19,2010-03-26,Historical,1427023.45
19,2010-04-02,Historical,1642970.27
19,2010-04-09,Historical,1489613.32
19,2010-04-16,Historical,1460354.67
19,2010-04-23,Historical,1456793.33
19,2010-04-30,Historical,1405065.57
19,2010-05-07,Historical,1566219.77
19,2010-05-14,Historical,1437319.45
19,2010-05-21,Historical,1377716.17
19,2010-05-28,Historical,1648882.62
19,2010-06-04,Historical,1519013.49
19,2010-06-11,Historical,1410683.94
19,2010-06-18,Historical,1457314.3900000001
19,2010-06-25,Historical,1450407.32
19,2010-07-02,Historical,1549018.68
19,2010-07-09,Historical,1577541.24
19,2010-07-16,Historical,1412157.02
19,2010-07-23,Historical,1372043.71
19,2010-07-30,Historical,1366395.96
19,2010-08-06,Historical,1492060.89
19,2010-08-13,Historical,1418027.08
19,2010-08-20,Historical,1419383.19
19,2010-08-27,Historical,1557888.16
19,2010-09-03,Historical,1623519.6400000001
19,2010-09-10,Historical,1591453.39
19,2010-09-17,Historical,1386789.31
19,2010-09-24,Historical,1318343.58
19,2010-10-01,Historical,1379456.3
19,2010-10-08,Historical,1428960.72
19,2010-10-15,Historical,1369317.63
19,2010-10-22,Historical,1357154.71
19,2010-10-29,Historical,1404576.48
19,2010-11-05,Historical,1435379.25
19,2010-11-12,Historical,1490235.86
19,2010-11-19,Historical,1377593.1
19,2010-11-26,Historical,1993367.83
19,2010-12-03,Historical,1615987.96
19,2010-12-10,Historical,1799070.98
19,2010-12-17,Historical,1911967.44
19,2010-12-24,Historical,2678206.42
19,2010-12-31,Historical,1275146.94
19,2011-01-07,Historical,1224175.99
19,2011-01-14,Historical,1181204.53
19,2011-01-21,Historical,1212967.84
19,2011-01-28,Historical,1284185.49
19,2011-02-04,Historical,1370562.1099999999
19,2011-02-11,Historical,1430851.11
19,2011-02-18,Historical,1457270.16
19,2011-02-25,Historical,1296658.47
19,2011-03-04,Historical,1433569.44
19,2011-03-11,Historical,1351450.43
19,2011-03-18,Historical,1257972.3699999999
19,2011-03-25,Historical,1266564.94
19,2011-04-01,Historical,1305950.22
19,2011-04-08,Historical,1419911.91
19,2011-04-15,Historical,1392093.04
19,2011-04-22,Historical,1514288.82
19,2011-04-29,Historical,1297237.7
19,2011-05-06,Historical,1451953.95
19,2011-05-13,Historical,1429143.06
19,2011-05-20,Historical,1355234.3
19,2011-05-27,Historical,1388553.11
19,2011-06-03,Historical,1457345.75
19,2011-06-10,Historical,1467473.6300000001
19,2011-06-17,Historical,1418973.6199999999
19,2011-06-24,Historical,1440785.7
19,2011-07-01,Historical,1462731.93
19,2011-07-08,Historical,1465489.75
19,2011-07-15,Historical,1391580.41
19,2011-07-22,Historical,1377119.45
19,2011-07-29,Historical,1298775.8
19,2011-08-05,Historical,1408968.55
19,2011-08-12,Historical,1360969.45
19,2011-08-19,Historical,1391792.69
19,2011-08-26,Historical,1547729.24
19,2011-09-02,Historical,1609951.02
19,2011-09-09,Historical,1566712.79
19,2011-09-16,Historical,1365633.53
19,2011-09-23,Historical,1300375.76
19,2011-09-30,Historical,1330757.22
19,2011-10-07,Historical,1461718.87
19,2011-10-14,Historical,1318905.53
19,2011-10-21,Historical,1374863.1
19,2011-10-28,Historical,1396612.36
19,2011-11-04,Historical,1480289.64
19,2011-11-11,Historical,1502078.93
19,2011-11-18,Historical,1411835.57
19,2011-11-25,Historical,1974646.78
19,2011-12-02,Historical,1484708.38
19,2011-12-09,Historical,1713769.06
19,2011-12-16,Historical,1852179.1500000001
19,2011-12-23,Historical,2480159.47
19,2011-12-30,Historical,1405168.06
19,2012-01-06,Historical,1266570.4
19,2012-01-13,Historical,1182198.7
19,2012-01-20,Historical,1237104.73
19,2012-01-27,Historical,1279623.26
19,2012-02-03,Historical,1345311.65
19,2012-02-10,Historical,1499496.67
19,2012-02-17,Historical,1424720.27
19,2012-02-24,Historical,1352470.09
19,2012-03-02,Historical,1308977.05
19,2012-03-09,Historical,1358816.46
19,2012-03-16,Historical,1312849.1
19,2012-03-23,Historical,1342254.55
19,2012-03-30,Historical,1327139.35
19,2012-04-06,Historical,1631737.68
19,2012-04-13,Historical,1365098.46
19,2012-04-20,Historical,1255087.26
19,2012-04-27,Historical,1285897.24
19,2012-05-04,Historical,1405007.44
19,2012-05-11,Historical,1442873.22
19,2012-05-18,Historical,1366937.1
19,2012-05-25,Historical,1485540.28
19,2012-06-01,Historical,1450733.29
19,2012-06-08,Historical,1390122.11
20,2010-02-05,Historical,2401395.47
20,2010-02-12,Historical,2109107.9
20,2010-02-19,Historical,2161549.7600000002
20,2010-02-26,Historical,1898193.95
20,2010-03-05,Historical,2119213.72
20,2010-03-12,Historical,2010974.84
20,2010-03-19,Historical,1951848.43
20,2010-03-26,Historical,1894742.95
20,2010-04-02,Historical,2405395.22
20,2010-04-09,Historical,2007796.26
20,2010-04-16,Historical,1985784.59
20,2010-04-23,Historical,1878862.42
20,2010-04-30,Historical,1919053.21
20,2010-05-07,Historical,2137202.38
20,2010-05-14,Historical,2033211.6199999999
20,2010-05-21,Historical,1893736.9
20,2010-05-28,Historical,2065984.95
20,2010-06-04,Historical,2203619.35
20,2010-06-11,Historical,2100489.79
20,2010-06-18,Historical,2091903.63
20,2010-06-25,Historical,1973135.87
20,2010-07-02,Historical,2143676.77
20,2010-07-09,Historical,2107285.85
20,2010-07-16,Historical,2031852.16
20,2010-07-23,Historical,1900535.9
20,2010-07-30,Historical,1955896.59
20,2010-08-06,Historical,1910177.38
20,2010-08-13,Historical,2071022.45
20,2010-08-20,Historical,1975374.56
20,2010-08-27,Historical,1946369.57
20,2010-09-03,Historical,2121561.41
20,2010-09-10,Historical,2014954.79
20,2010-09-17,Historical,1948359.78
20,2010-09-24,Historical,1789687.65
20,2010-10-01,Historical,1933719.21
20,2010-10-08,Historical,2060389.27
20,2010-10-15,Historical,1950676.39
20,2010-10-22,Historical,1893955.27
20,2010-10-29,Historical,1891816.0
20,2010-11-05,Historical,2184316.64
20,2010-11-12,Historical,2187765.28
20,2010-11-19,Historical,2105058.91
20,2010-11-26,Historical,2811634.04
20,2010-12-03,Historical,2416051.17
20,2010-12-10,Historical,2752122.08
20,2010-12-17,Historical,2819193.17
20,2010-12-24,Historical,3766687.43
20,2010-12-31,Historical,1799737.79
20,2011-01-07,Historical,1843030.95
20,2011-01-14,Historical,1884345.01
20,2011-01-21,Historical,1781805.66
20,2011-01-28,Historical,1761506.68
20,2011-02-04,Historical,2351143.07
20,2011-02-11,Historical,2211388.14
20,2011-02-18,Historical,2258616.24
20,2011-02-25,Historical,1938608.52
20,2011-03-04,Historical,2143424.61
20,2011-03-11,Historical,1990932.77
20,2011-03-18,Historical,1931668.64
20,2011-03-25,Historical,1824711.21
20,2011-04-01,Historical,1927993.09
20,2011-04-08,Historical,2027056.3900000001
20,2011-04-15,Historical,2057406.33
20,2011-04-22,Historical,2313861.81
20,2011-04-29,Historical,1881788.19
20,2011-05-06,Historical,2090838.44
20,2011-05-13,Historical,2036748.53
20,2011-05-20,Historical,1953416.06
20,2011-05-27,Historical,1944433.17
20,2011-06-03,Historical,2182246.69
20,2011-06-10,Historical,2135062.04
20,2011-06-17,Historical,2065191.27
20,2011-06-24,Historical,1950826.32
20,2011-07-01,Historical,2053165.4100000001
20,2011-07-08,Historical,2123787.79
20,2011-07-15,Historical,2039875.75
20,2011-07-22,Historical,1950904.84
20,2011-07-29,Historical,1858440.92
20,2011-08-05,Historical,2189353.63
20,2011-08-12,Historical,2052246.4
20,2011-08-19,Historical,1990017.93
20,2011-08-26,Historical,1933577.2
20,2011-09-02,Historical,2141765.98
20,2011-09-09,Historical,2050542.56
20,2011-09-16,Historical,1979009.46
20,2011-09-23,Historical,1888119.7
20,2011-09-30,Historical,1945808.26
20,2011-10-07,Historical,2135982.79
20,2011-10-14,Historical,2010107.68
20,2011-10-21,Historical,2104241.9
20,2011-10-28,Historical,2065421.52
20,2011-11-04,Historical,2284106.6
20,2011-11-11,Historical,2269975.85
20,2011-11-18,Historical,2169933.82
20,2011-11-25,Historical,2906233.25
20,2011-12-02,Historical,2298776.83
20,2011-12-09,Historical,2546123.78
20,2011-12-16,Historical,2762816.65
20,2011-12-23,Historical,3555371.03
20,2011-12-30,Historical,2043245.0
20,2012-01-06,Historical,1964701.94
20,2012-01-13,Historical,1911510.64
20,2012-01-20,Historical,1892775.94
20,2012-01-27,Historical,1761016.51
20,2012-02-03,Historical,2203523.2
20,2012-02-10,Historical,2462978.2800000003
